Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),20,74.1,9,33.3,11,40.7,6,22.2,1,3.7,27,96.4
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Total Population (All Students),Grade 7,21,60,4,11.4,17,48.6,7,20,7,20,35,94.6
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Total Population (All Students),Grade 8,7,36.8,1,5.3,6,31.6,7,36.8,5,26.3,19,95
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Total Population (All Students),Grade HS (11),20,74.1,9,33.3,11,40.7,6,22.2,1,3.7,27,96.4
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,6,27.3,1,4.5,5,22.7,5,22.7,11,50,22,100
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,11,39.3,5,17.9,6,21.4,6,21.4,11,39.3,28,100
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,3,15,1,5,2,10,5,25,12,60,20,100
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,20,66.7,9,30,11,36.7,6,20,4,13.3,30,100
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Total Population (All Students),Grade 3,6,27.3,1,4.5,5,22.7,5,22.7,11,50,22,100
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Total Population (All Students),Grade 4,11,39.3,5,17.9,6,21.4,6,21.4,11,39.3,28,100
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Total Population (All Students),Grade 5,3,15,1,5,2,10,5,25,12,60,20,100
2018-2019,2092,Lowell SD 71,598,Lundy Elementary School,English Language Arts,Total Population (All Students),Grade 6,20,66.7,9,30,11,36.7,6,20,4,13.3,30,100
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Total Population (All Students),Grade 3,9,56.3,6,37.5,3,18.8,6,37.5,1,6.3,16,100
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Total Population (All Students),Grade 4,8,53.3,3,20,5,33.3,4,26.7,3,20,15,93.8
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Total Population (All Students),Grade 5,12,75,5,31.3,7,43.8,1,6.3,3,18.8,16,100
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Total Population (All Students),Grade 6,3,21.4,0,0,3,21.4,5,35.7,6,42.9,14,93.3
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Total Population (All Students),Grade 7,10,58.8,4,23.5,6,35.3,3,17.6,4,23.5,17,100
2018-2019,2092,Lowell SD 71,5252,Mountain View Academy,English Language Arts,Total Population (All Students),Grade 8,10,71.4,3,21.4,7,50,2,14.3,2,14.3,14,93.3
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,4,28.6,1,7.1,3,21.4,5,35.7,5,35.7,14,100
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,4,33.3,2,16.7,2,16.7,3,25,5,41.7,12,100
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,7,63.6,0,0,7,63.6,3,27.3,1,9.1,11,100
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Total Population (All Students),Grade 3,4,28.6,1,7.1,3,21.4,5,35.7,5,35.7,14,100
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Total Population (All Students),Grade 4,4,33.3,2,16.7,2,16.7,3,25,5,41.7,12,100
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Total Population (All Students),Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2085,Mapleton SD 32,568,Mapleton Elementary School,English Language Arts,Total Population (All Students),Grade 6,7,63.6,0,0,7,63.6,3,27.3,1,9.1,11,100
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Econo. Disadvantaged,Grade 7,2,16.7,0,0,2,16.7,6,50,4,33.3,12,100
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Econo. Disadvantaged,Grade 8,4,40,1,10,3,30,2,20,4,40,10,100
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),4,40,1,10,3,30,2,20,4,40,10,100
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Total Population (All Students),Grade 7,2,16.7,0,0,2,16.7,6,50,4,33.3,12,100
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Total Population (All Students),Grade 8,4,40,1,10,3,30,2,20,4,40,10,100
2018-2019,2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,English Language Arts,Total Population (All Students),Grade HS (11),4,40,1,10,3,30,2,20,4,40,10,100
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Total Population (All Students),Grade 3,7,46.7,6,40,1,6.7,1,6.7,7,46.7,15,100
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Total Population (All Students),Grade 4,6,33.3,0,0,6,33.3,7,38.9,5,27.8,18,90
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Total Population (All Students),Grade 5,9,40.9,4,18.2,5,22.7,3,13.6,10,45.5,22,91.7
2018-2019,2094,Marcola SD 79J,603,Marcola Elementary School,English Language Arts,Total Population (All Students),Grade 6,6,25,0,0,6,25,12,50,6,25,24,96
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Homeless,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Total Population (All Students),Grade 7,8,33.3,0,0,8,33.3,7,29.2,9,37.5,24,96
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Total Population (All Students),Grade 8,6,35.3,1,5.9,5,29.4,7,41.2,4,23.5,17,94.4
2018-2019,2094,Marcola SD 79J,604,Mohawk High School,English Language Arts,Total Population (All Students),Grade HS (11),21,87.5,6,25,15,62.5,1,4.2,2,8.3,24,96
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Econo. Disadvantaged,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Econo. Disadvantaged,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Econo. Disadvantaged,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Econo. Disadvantaged,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Homeless,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Total Population (All Students),Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Total Population (All Students),Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Total Population (All Students),Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Total Population (All Students),Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2094,Marcola SD 79J,5444,TEACH-NW,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2090,McKenzie SD 68,594,McKenzie River Community School,English Language Arts,Econo. Disadvantaged,Grade 3,10,66.7,3,20,7,46.7,0,0,5,33.3,15,93.8
2018-2019,2090,McKenzie SD 68,594,McKenzie River Community School,English Language Arts,Econo. Disadvantaged,Grade 4,7,53.8,4,30.8,3,23.1,1,7.7,5,38.5,13,92.9
2018-2019,2090,McKenzie SD 68,594,McKenzie River Community School,English Language Arts,Econo. Disadvantaged,Grade 5,8,72.7,4,36.4,4,36.4,2,18.2,1,9.1,11,91.7
2018-2019,2090,McKenzie SD 68,594,McKenzie River Community School,English Language Arts,Econo. Disadvantaged,Grade 6,7,38.9,2,11.1,5,27.8,4,22.2,7,38.9,18,94.7
2018-2019,2090,McKenzie SD 68,594,McKenzie River Community School,English Language Arts,Econo. Disadvantaged,Grade 7,8,53.3,3,20,5,33.3,4,26.7,3,20,15,83.3
