Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,77,58.3,26,19.7,51,38.6,34,25.8,21,15.9,133,94.3
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Homeless,Grade 6,3,18.8,0,0,3,18.8,7,43.8,6,37.5,16,84.2
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Homeless,Grade 7,5,29.4,0,0,5,29.4,1,5.9,11,64.7,19,90.5
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Homeless,Grade 8,1,8.3,0,0,1,8.3,5,41.7,6,50,13,81.3
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Total Population (All Students),Grade 6,77,45.6,20,11.8,57,33.7,50,29.6,42,24.9,169,95.5
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Total Population (All Students),Grade 7,74,52.9,13,9.3,61,43.6,33,23.6,33,23.6,142,96.6
2018-2019,2097,Lincoln County SD,615,Newport Middle School,English Language Arts,Total Population (All Students),Grade 8,77,58.3,26,19.7,51,38.6,34,25.8,21,15.9,133,94.3
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Econo. Disadvantaged,Grade 3,63,45,28,20,35,25,29,20.7,48,34.3,143,91.1
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Econo. Disadvantaged,Grade 4,67,45.6,33,22.4,34,23.1,29,19.7,51,34.7,147,88.6
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Econo. Disadvantaged,Grade 5,72,54.5,25,18.9,47,35.6,31,23.5,29,22,134,91.2
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Homeless,Grade 3,1,6.7,1,6.7,0,0,6,40,8,53.3,17,89.5
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Homeless,Grade 4,3,14.3,1,4.8,2,9.5,5,23.8,13,61.9,21,95.5
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Homeless,Grade 5,5,27.8,1,5.6,4,22.2,4,22.2,9,50,20,90.9
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Total Population (All Students),Grade 3,63,45,28,20,35,25,29,20.7,48,34.3,143,91.1
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Total Population (All Students),Grade 4,67,45.6,33,22.4,34,23.1,29,19.7,51,34.7,147,88.6
2018-2019,2097,Lincoln County SD,625,Sam Case Elementary,English Language Arts,Total Population (All Students),Grade 5,72,54.5,25,18.9,47,35.6,31,23.5,29,22,134,91.2
2018-2019,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Econo. Disadvantaged,Grade HS (11),9,40.9,1,4.5,8,36.4,6,27.3,7,31.8,22,95.7
2018-2019,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,4468,Siletz Valley Early College Academy,English Language Arts,Total Population (All Students),Grade HS (11),9,40.9,1,4.5,8,36.4,6,27.3,7,31.8,22,95.7
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Econo. Disadvantaged,Grade 3,5,45.5,2,18.2,3,27.3,2,18.2,4,36.4,11,100
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Econo. Disadvantaged,Grade 4,4,19,2,9.5,2,9.5,3,14.3,14,66.7,21,100
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Econo. Disadvantaged,Grade 5,3,21.4,0,0,3,21.4,7,50,4,28.6,14,93.3
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Econo. Disadvantaged,Grade 6,1,10,0,0,1,10,3,30,6,60,10,71.4
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Total Population (All Students),Grade 3,5,45.5,2,18.2,3,27.3,2,18.2,4,36.4,11,100
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Total Population (All Students),Grade 4,4,19,2,9.5,2,9.5,3,14.3,14,66.7,21,100
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Total Population (All Students),Grade 5,3,21.4,0,0,3,21.4,7,50,4,28.6,14,93.3
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Total Population (All Students),Grade 6,1,10,0,0,1,10,3,30,6,60,10,71.4
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,4038,Siletz Valley Schools,English Language Arts,Total Population (All Students),Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,37,30.6,16,13.2,21,17.4,31,25.6,53,43.8,121,91.7
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,31,31,12,12,19,19,19,19,50,50,100,83.3
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,49,38.6,17,13.4,32,25.2,31,24.4,47,37,127,95.5
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,44,36.1,10,8.2,34,27.9,33,27,45,36.9,122,83
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Homeless,Grade 3,4,22.2,0,0,4,22.2,3,16.7,11,61.1,18,90
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Homeless,Grade 4,3,16.7,1,5.6,2,11.1,3,16.7,12,66.7,18,81.8
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Homeless,Grade 5,6,25,1,4.2,5,20.8,4,16.7,14,58.3,24,100
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Homeless,Grade 6,3,12.5,0,0,3,12.5,6,25,15,62.5,24,80
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Total Population (All Students),Grade 3,37,30.6,16,13.2,21,17.4,31,25.6,53,43.8,121,91.7
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Total Population (All Students),Grade 4,31,31,12,12,19,19,19,19,50,50,100,83.3
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Total Population (All Students),Grade 5,49,38.6,17,13.4,32,25.2,31,24.4,47,37,127,95.5
2018-2019,2097,Lincoln County SD,620,Taft Elementary School,English Language Arts,Total Population (All Students),Grade 6,44,36.1,10,8.2,34,27.9,33,27,45,36.9,122,83
2018-2019,2097,Lincoln County SD,628,Taft High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),57,64,28,31.5,29,32.6,20,22.5,12,13.5,89,87.3
2018-2019,2097,Lincoln County SD,628,Taft High School,English Language Arts,Homeless,Grade HS (11),4,40,1,10,3,30,3,30,3,30,10,100
2018-2019,2097,Lincoln County SD,628,Taft High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,628,Taft High School,English Language Arts,Total Population (All Students),Grade HS (11),57,64,28,31.5,29,32.6,20,22.5,12,13.5,89,87.3
2018-2019,2097,Lincoln County SD,621,Taft Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,25,22.3,6,5.4,19,17,22,19.6,65,58,112,97.4
2018-2019,2097,Lincoln County SD,621,Taft Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,27,21.6,2,1.6,25,20,39,31.2,59,47.2,126,92.6
2018-2019,2097,Lincoln County SD,621,Taft Middle School,English Language Arts,Homeless,Grade 7,3,16.7,1,5.6,2,11.1,2,11.1,13,72.2,18,100
2018-2019,2097,Lincoln County SD,621,Taft Middle School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,621,Taft Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,621,Taft Middle School,English Language Arts,Total Population (All Students),Grade 7,25,22.3,6,5.4,19,17,22,19.6,65,58,112,97.4
2018-2019,2097,Lincoln County SD,621,Taft Middle School,English Language Arts,Total Population (All Students),Grade 8,27,21.6,2,1.6,25,20,39,31.2,59,47.2,126,92.6
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,13,24.1,6,11.1,7,13,19,35.2,22,40.7,54,100
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,31,52.5,14,23.7,17,28.8,13,22,15,25.4,59,96.7
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,28,47.5,7,11.9,21,35.6,14,23.7,17,28.8,59,98.3
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,17,32.7,2,3.8,15,28.8,13,25,22,42.3,52,96.3
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Homeless,Grade 3,1,10,0,0,1,10,3,30,6,60,10,100
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Homeless,Grade 4,5,50,2,20,3,30,3,30,2,20,10,100
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Homeless,Grade 6,3,25,0,0,3,25,1,8.3,8,66.7,12,100
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Total Population (All Students),Grade 3,13,24.1,6,11.1,7,13,19,35.2,22,40.7,54,100
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Total Population (All Students),Grade 4,31,52.5,14,23.7,17,28.8,13,22,15,25.4,59,96.7
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Total Population (All Students),Grade 5,28,47.5,7,11.9,21,35.6,14,23.7,17,28.8,59,98.3
2018-2019,2097,Lincoln County SD,611,Toledo Elementary School,English Language Arts,Total Population (All Students),Grade 6,17,32.7,2,3.8,15,28.8,13,25,22,42.3,52,96.3
2018-2019,2097,Lincoln County SD,622,Toledo Jr. High,English Language Arts,Econo. Disadvantaged,Grade 7,13,24.5,2,3.8,11,20.8,18,34,22,41.5,53,96.4
2018-2019,2097,Lincoln County SD,622,Toledo Jr. High,English Language Arts,Econo. Disadvantaged,Grade 8,17,34,5,10,12,24,13,26,20,40,50,89.3
2018-2019,2097,Lincoln County SD,622,Toledo Jr. High,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,622,Toledo Jr. High,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,622,Toledo Jr. High,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,622,Toledo Jr. High,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,622,Toledo Jr. High,English Language Arts,Total Population (All Students),Grade 7,13,24.5,2,3.8,11,20.8,18,34,22,41.5,53,96.4
2018-2019,2097,Lincoln County SD,622,Toledo Jr. High,English Language Arts,Total Population (All Students),Grade 8,17,34,5,10,12,24,13,26,20,40,50,89.3
2018-2019,2097,Lincoln County SD,629,Toledo Senior High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),5,35.7,1,7.1,4,28.6,3,21.4,6,42.9,14,35
2018-2019,2097,Lincoln County SD,629,Toledo Senior High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,629,Toledo Senior High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,629,Toledo Senior High School,English Language Arts,Total Population (All Students),Grade HS (11),5,35.7,1,7.1,4,28.6,3,21.4,6,42.9,14,35
2018-2019,2097,Lincoln County SD,630,Waldport High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),33,76.7,17,39.5,16,37.2,6,14,4,9.3,43,100
2018-2019,2097,Lincoln County SD,630,Waldport High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,630,Waldport High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,630,Waldport High School,English Language Arts,Total Population (All Students),Grade HS (11),33,76.7,17,39.5,16,37.2,6,14,4,9.3,43,100
2018-2019,2097,Lincoln County SD,624,Waldport Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,27,75,11,30.6,16,44.4,6,16.7,3,8.3,36,80
2018-2019,2097,Lincoln County SD,624,Waldport Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,16,66.7,7,29.2,9,37.5,6,25,2,8.3,24,72.7
2018-2019,2097,Lincoln County SD,624,Waldport Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,624,Waldport Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2097,Lincoln County SD,624,Waldport Middle School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,624,Waldport Middle School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2097,Lincoln County SD,624,Waldport Middle School,English Language Arts,Total Population (All Students),Grade 7,27,75,11,30.6,16,44.4,6,16.7,3,8.3,36,80
2018-2019,2097,Lincoln County SD,624,Waldport Middle School,English Language Arts,Total Population (All Students),Grade 8,16,66.7,7,29.2,9,37.5,6,25,2,8.3,24,72.7
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Econo. Disadvantaged,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Econo. Disadvantaged,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Econo. Disadvantaged,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Econo. Disadvantaged,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Econo. Disadvantaged,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Econo. Disadvantaged,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Homeless,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Total Population (All Students),Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Total Population (All Students),Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Total Population (All Students),Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Total Population (All Students),Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Total Population (All Students),Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Total Population (All Students),Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2012,Long Creek SD 17,3366,Long Creek School,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Econo. Disadvantaged,Grade 4,6,60,1,10,5,50,1,10,3,30,10,90.9
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Econo. Disadvantaged,Grade 7,4,40,0,0,4,40,5,50,1,10,10,100
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Homeless,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Total Population (All Students),Grade 3,13,39.4,5,15.2,8,24.2,8,24.2,12,36.4,33,100
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Total Population (All Students),Grade 4,14,48.3,1,3.4,13,44.8,4,13.8,11,37.9,29,96.7
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Total Population (All Students),Grade 5,18,64.3,3,10.7,15,53.6,3,10.7,7,25,28,84.8
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Total Population (All Students),Grade 6,13,39.4,0,0,13,39.4,15,45.5,5,15.2,34,100
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Total Population (All Students),Grade 7,12,42.9,3,10.7,9,32.1,10,35.7,6,21.4,28,96.6
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Total Population (All Students),Grade 8,14,46.7,3,10,11,36.7,11,36.7,5,16.7,32,88.9
2018-2019,2092,Lowell SD 71,5349,Bridge Charter Academy,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Econo. Disadvantaged,Grade 7,21,60,4,11.4,17,48.6,7,20,7,20,35,94.6
2018-2019,2092,Lowell SD 71,599,Lowell Junior/Senior High School,English Language Arts,Econo. Disadvantaged,Grade 8,7,36.8,1,5.3,6,31.6,7,36.8,5,26.3,19,95
