Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,25,42.4,4,6.8,21,35.6,15,25.4,19,32.2,59,93.7
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Students in Foster Care,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Total Population (All Students),Grade 3,23,45.1,9,17.6,14,27.5,10,19.6,18,35.3,51,87.9
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Total Population (All Students),Grade 4,28,50.9,12,21.8,16,29.1,12,21.8,15,27.3,55,100
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Total Population (All Students),Grade 5,31,51.7,14,23.3,17,28.3,11,18.3,18,30,60,96.8
2021-2022,2239,Hillsboro SD 1J,1302,Tobias Elementary School,English Language Arts,Total Population (All Students),Grade 6,25,42.4,4,6.8,21,35.6,15,25.4,19,32.2,59,93.7
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,7,11.9,1,1.7,6,10.2,9,15.3,43,72.9,59,96.7
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,5,11.1,4,8.9,1,2.2,9,20,31,68.9,45,97.8
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,11,26.8,2,4.9,9,22,12,29.3,18,43.9,43,97.7
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Total Population (All Students),Grade 4,7,11.9,1,1.7,6,10.2,9,15.3,43,72.9,59,96.7
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Total Population (All Students),Grade 5,5,11.1,4,8.9,1,2.2,9,20,31,68.9,45,97.8
2021-2022,2239,Hillsboro SD 1J,1119,W L Henry Elementary School,English Language Arts,Total Population (All Students),Grade 6,11,26.8,2,4.9,9,22,12,29.3,18,43.9,43,97.7
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,19,31.1,10,16.4,9,14.8,15,24.6,27,44.3,62,91.2
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,25,38.5,12,18.5,13,20,18,27.7,22,33.8,67,94.4
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,19,33.3,3,5.3,16,28.1,14,24.6,24,42.1,57,100
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,16,23.2,6,8.7,10,14.5,27,39.1,26,37.7,70,98.6
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Total Population (All Students),Grade 3,19,31.1,10,16.4,9,14.8,15,24.6,27,44.3,62,91.2
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Total Population (All Students),Grade 4,25,38.5,12,18.5,13,20,18,27.7,22,33.8,67,94.4
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Total Population (All Students),Grade 5,19,33.3,3,5.3,16,28.1,14,24.6,24,42.1,57,100
2021-2022,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,English Language Arts,Total Population (All Students),Grade 6,16,23.2,6,8.7,10,14.5,27,39.1,26,37.7,70,98.6
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,12,30.8,4,10.3,8,20.5,6,15.4,21,53.8,39,90.7
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,17,37,11,23.9,6,13,7,15.2,22,47.8,46,97.9
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,21,52.5,10,25,11,27.5,13,32.5,6,15,41,97.6
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,21,45.7,9,19.6,12,26.1,12,26.1,13,28.3,46,86.8
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Total Population (All Students),Grade 3,12,30.8,4,10.3,8,20.5,6,15.4,21,53.8,39,90.7
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Total Population (All Students),Grade 4,17,37,11,23.9,6,13,7,15.2,22,47.8,46,97.9
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Total Population (All Students),Grade 5,21,52.5,10,25,11,27.5,13,32.5,6,15,41,97.6
2021-2022,2239,Hillsboro SD 1J,1111,West Union Elementary School,English Language Arts,Total Population (All Students),Grade 6,21,45.7,9,19.6,12,26.1,12,26.1,13,28.3,46,86.8
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,17,27.4,7,11.3,10,16.1,12,19.4,33,53.2,62,95.4
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,15,23.1,3,4.6,12,18.5,17,26.2,33,50.8,68,89.5
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,16,28.6,6,10.7,10,17.9,6,10.7,34,60.7,56,93.3
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,31,43.7,8,11.3,23,32.4,15,21.1,25,35.2,72,100
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Total Population (All Students),Grade 3,17,27.4,7,11.3,10,16.1,12,19.4,33,53.2,62,95.4
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Total Population (All Students),Grade 4,15,23.1,3,4.6,12,18.5,17,26.2,33,50.8,68,89.5
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Total Population (All Students),Grade 5,16,28.6,6,10.7,10,17.9,6,10.7,34,60.7,56,93.3
2021-2022,2239,Hillsboro SD 1J,1151,Witch Hazel Elementary School,English Language Arts,Total Population (All Students),Grade 6,31,43.7,8,11.3,23,32.4,15,21.1,25,35.2,72,100
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Econo. Disadvantaged,Grade 3,5,27.8,4,22.2,1,5.6,7,38.9,6,33.3,18,100
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Econo. Disadvantaged,Grade 4,5,35.7,1,7.1,4,28.6,2,14.3,7,50,15,93.8
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Econo. Disadvantaged,Grade 5,2,16.7,--,--,2,16.7,5,41.7,5,41.7,12,92.3
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Total Population (All Students),Grade 3,5,27.8,4,22.2,1,5.6,7,38.9,6,33.3,18,100
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Total Population (All Students),Grade 4,5,35.7,1,7.1,4,28.6,2,14.3,7,50,15,93.8
2021-2022,2024,Hood River County SD,3372,Cascade Locks School,English Language Arts,Total Population (All Students),Grade 5,2,16.7,--,--,2,16.7,5,41.7,5,41.7,12,92.3
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,87,57.2,39,25.7,48,31.6,39,25.7,26,17.1,153,97.5
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,65,53.7,28,23.1,37,30.6,29,24,27,22.3,122,96.1
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,97,58.1,31,18.6,66,39.5,34,20.4,36,21.6,167,91.8
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Students in Foster Care,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Total Population (All Students),Grade 6,87,57.2,39,25.7,48,31.6,39,25.7,26,17.1,153,97.5
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Total Population (All Students),Grade 7,65,53.7,28,23.1,37,30.6,29,24,27,22.3,122,96.1
2021-2022,2024,Hood River County SD,361,Hood River Middle School,English Language Arts,Total Population (All Students),Grade 8,97,58.1,31,18.6,66,39.5,34,20.4,36,21.6,167,91.8
2021-2022,2024,Hood River County SD,369,Hood River Valley High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),71,51.1,35,25.2,36,25.9,26,18.7,42,30.2,139,55.2
2021-2022,2024,Hood River County SD,369,Hood River Valley High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,369,Hood River Valley High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,369,Hood River Valley High School,English Language Arts,Students in Foster Care,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,369,Hood River Valley High School,English Language Arts,Total Population (All Students),Grade HS (11),71,51.1,35,25.2,36,25.9,26,18.7,42,30.2,139,55.2
2021-2022,2024,Hood River County SD,362,May Street Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,40,51.9,18,23.4,22,28.6,11,14.3,26,33.8,77,97.5
2021-2022,2024,Hood River County SD,362,May Street Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,43,56.6,27,35.5,16,21.1,13,17.1,20,26.3,78,100
2021-2022,2024,Hood River County SD,362,May Street Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,41,55.4,16,21.6,25,33.8,15,20.3,18,24.3,75,98.7
2021-2022,2024,Hood River County SD,362,May Street Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,362,May Street Elementary School,English Language Arts,Students in Foster Care,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,362,May Street Elementary School,English Language Arts,Total Population (All Students),Grade 3,40,51.9,18,23.4,22,28.6,11,14.3,26,33.8,77,97.5
2021-2022,2024,Hood River County SD,362,May Street Elementary School,English Language Arts,Total Population (All Students),Grade 4,43,56.6,27,35.5,16,21.1,13,17.1,20,26.3,78,100
2021-2022,2024,Hood River County SD,362,May Street Elementary School,English Language Arts,Total Population (All Students),Grade 5,41,55.4,16,21.6,25,33.8,15,20.3,18,24.3,75,98.7
2021-2022,2024,Hood River County SD,363,Mid Valley Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,12,17.9,5,7.5,7,10.4,16,23.9,39,58.2,69,98.6
2021-2022,2024,Hood River County SD,363,Mid Valley Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,18,26.5,6,8.8,12,17.6,17,25,33,48.5,68,98.6
2021-2022,2024,Hood River County SD,363,Mid Valley Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,19,26.8,6,8.5,13,18.3,20,28.2,32,45.1,71,97.3
2021-2022,2024,Hood River County SD,363,Mid Valley Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,363,Mid Valley Elementary School,English Language Arts,Total Population (All Students),Grade 3,12,17.9,5,7.5,7,10.4,16,23.9,39,58.2,69,98.6
2021-2022,2024,Hood River County SD,363,Mid Valley Elementary School,English Language Arts,Total Population (All Students),Grade 4,18,26.5,6,8.8,12,17.6,17,25,33,48.5,68,98.6
2021-2022,2024,Hood River County SD,363,Mid Valley Elementary School,English Language Arts,Total Population (All Students),Grade 5,19,26.8,6,8.5,13,18.3,20,28.2,32,45.1,71,97.3
2021-2022,2024,Hood River County SD,364,Parkdale Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,10,34.5,6,20.7,4,13.8,4,13.8,15,51.7,29,100
2021-2022,2024,Hood River County SD,364,Parkdale Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,15,28.3,7,13.2,8,15.1,8,15.1,30,56.6,53,100
2021-2022,2024,Hood River County SD,364,Parkdale Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,14,34.1,7,17.1,7,17.1,11,26.8,16,39,42,97.7
2021-2022,2024,Hood River County SD,364,Parkdale Elementary School,English Language Arts,Students in Foster Care,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,364,Parkdale Elementary School,English Language Arts,Total Population (All Students),Grade 3,10,34.5,6,20.7,4,13.8,4,13.8,15,51.7,29,100
2021-2022,2024,Hood River County SD,364,Parkdale Elementary School,English Language Arts,Total Population (All Students),Grade 4,15,28.3,7,13.2,8,15.1,8,15.1,30,56.6,53,100
2021-2022,2024,Hood River County SD,364,Parkdale Elementary School,English Language Arts,Total Population (All Students),Grade 5,14,34.1,7,17.1,7,17.1,11,26.8,16,39,42,97.7
2021-2022,2024,Hood River County SD,366,Westside Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,44,66.7,24,36.4,20,30.3,14,21.2,8,12.1,67,95.7
2021-2022,2024,Hood River County SD,366,Westside Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,37,54.4,25,36.8,12,17.6,17,25,14,20.6,68,97.1
2021-2022,2024,Hood River County SD,366,Westside Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,42,59.2,19,26.8,23,32.4,18,25.4,11,15.5,71,95.9
2021-2022,2024,Hood River County SD,366,Westside Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,366,Westside Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,366,Westside Elementary School,English Language Arts,Total Population (All Students),Grade 3,44,66.7,24,36.4,20,30.3,14,21.2,8,12.1,67,95.7
2021-2022,2024,Hood River County SD,366,Westside Elementary School,English Language Arts,Total Population (All Students),Grade 4,37,54.4,25,36.8,12,17.6,17,25,14,20.6,68,97.1
2021-2022,2024,Hood River County SD,366,Westside Elementary School,English Language Arts,Total Population (All Students),Grade 5,42,59.2,19,26.8,23,32.4,18,25.4,11,15.5,71,95.9
2021-2022,2024,Hood River County SD,367,WyEast Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,37,34.3,10,9.3,27,25,33,30.6,38,35.2,108,97.3
2021-2022,2024,Hood River County SD,367,WyEast Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,35,33.7,8,7.7,27,26,30,28.8,39,37.5,106,90.6
2021-2022,2024,Hood River County SD,367,WyEast Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,31,32,4,4.1,27,27.8,33,34,33,34,98,90.7
2021-2022,2024,Hood River County SD,367,WyEast Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,367,WyEast Middle School,English Language Arts,Students in Foster Care,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2024,Hood River County SD,367,WyEast Middle School,English Language Arts,Total Population (All Students),Grade 6,37,34.3,10,9.3,27,25,33,30.6,38,35.2,108,97.3
2021-2022,2024,Hood River County SD,367,WyEast Middle School,English Language Arts,Total Population (All Students),Grade 7,35,33.7,8,7.7,27,26,30,28.8,39,37.5,106,90.6
2021-2022,2024,Hood River County SD,367,WyEast Middle School,English Language Arts,Total Population (All Students),Grade 8,31,32,4,4.1,27,27.8,33,34,33,34,98,90.7
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Total Population (All Students),Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Total Population (All Students),Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Total Population (All Students),Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Total Population (All Students),Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1895,Huntington SD 16J,3351,Huntington School,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Econo. Disadvantaged,Grade 3,10,43.5,6,26.1,4,17.4,10,43.5,3,13,23,95.8
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Econo. Disadvantaged,Grade 4,13,54.2,3,12.5,10,41.7,6,25,5,20.8,24,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Econo. Disadvantaged,Grade 5,16,80,8,40,8,40,2,10,2,10,20,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Econo. Disadvantaged,Grade 6,17,73.9,6,26.1,11,47.8,4,17.4,2,8.7,23,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Econo. Disadvantaged,Grade 7,19,67.9,5,17.9,14,50,3,10.7,6,21.4,28,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Econo. Disadvantaged,Grade 8,10,43.5,2,8.7,8,34.8,8,34.8,5,21.7,23,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Econo. Disadvantaged,Grade HS (11),13,68.4,6,31.6,7,36.8,2,10.5,4,21.1,19,95
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Total Population (All Students),Grade 3,10,43.5,6,26.1,4,17.4,10,43.5,3,13,23,95.8
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Total Population (All Students),Grade 4,13,54.2,3,12.5,10,41.7,6,25,5,20.8,24,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Total Population (All Students),Grade 5,16,80,8,40,8,40,2,10,2,10,20,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Total Population (All Students),Grade 6,17,73.9,6,26.1,11,47.8,4,17.4,2,8.7,23,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Total Population (All Students),Grade 7,19,67.9,5,17.9,14,50,3,10.7,6,21.4,28,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Total Population (All Students),Grade 8,10,43.5,2,8.7,8,34.8,8,34.8,5,21.7,23,100
2021-2022,2215,Imbler SD 11,1079,Imbler Charter School,English Language Arts,Total Population (All Students),Grade HS (11),13,68.4,6,31.6,7,36.8,2,10.5,4,21.1,19,95
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 4,3,25,--,--,3,25,2,16.7,7,58.3,12,100
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 5,2,16.7,--,--,2,16.7,6,50,4,33.3,12,100
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 7,9,56.3,1,6.3,8,50,2,12.5,5,31.3,16,100
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 8,4,40,--,--,4,40,6,60,--,--,10,100
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Total Population (All Students),Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Total Population (All Students),Grade 4,3,25,--,--,3,25,2,16.7,7,58.3,12,100
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Total Population (All Students),Grade 5,2,16.7,--,--,2,16.7,6,50,4,33.3,12,100
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Total Population (All Students),Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Total Population (All Students),Grade 7,9,56.3,1,6.3,8,50,2,12.5,5,31.3,16,100
2021-2022,3997,Ione SD R2,3363,Ione Community Charter School,English Language Arts,Total Population (All Students),Grade 8,4,40,--,--,4,40,6,60,--,--,10,100
